grupo;tipo;confianca;motivo;similaridade_base;id;nome;marca;codigo_ref;ean;ncm;estoque_atual;estoque_min; preco_ou_valor ;codigo_servico;criado_em;MARCAR_DUPLICADO_SIM_NAO
P105;PRODUTO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;5c00e3b4-c7e2-40c0-9b6d-d8f3de3631c2;KIT AMORTECEDOR TRASEIRO - KAYAB;Sem Marca;;;;1;0; R$ -   ;;2026-08-03T14:21:30.480672+00:00;
P105;PRODUTO;MEDIA;"nomes muito semelhantes; confirmar aplicação, marca ou referência";0.889;e10bb204-2319-4ad6-9c1d-4ab4d2b3b37a;AMORTECEDOR TRASEIRO - KAYAB;Sem Marca;;;;-1;0; R$ -   ;;2026-08-03T14:32:49.608272+00:00;
S107;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;d126dc1e-e616-49cb-98a4-d44e1ec0a893;Mdo;;;;;;; R$ -   ;;2026-04-24T15:13:50.534805+00:00;
S107;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;c13754e1-75f4-4b50-9690-d2d173baca01;Mdo  ;;;;;;; R$ -   ;;2026-05-14T19:52:29.967534+00:00;
S109;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;f2c0ab46-6c8a-4122-9232-e25821ac75c6;troca de óleo;;;;;;; R$ -   ;;2026-04-28T22:17:55.153334+00:00;
S109;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;3f179744-08e3-4bf2-8753-71357f0295f2;Troca de oleo;;;;;;; R$ -   ;;2026-05-11T14:16:08.440776+00:00;
S111;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;946bb62a-3d4d-4b59-90e7-e658686d33b3;Mão de Obra: Retirar Prisioneiro e Troca de oléo Cambio;;;;;;; R$ -   ;;2026-05-06T17:24:21.06211+00:00;
S111;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;c8ae6182-3a9e-4a07-91dc-f78dbf319d8d;Mão de Obra: Retirar Prisioneiro e Troca de óleo Cambio;;;;;;; R$ -   ;;2026-05-06T17:24:44.98933+00:00;
S113;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;db09a477-1d2f-4407-b50f-e0b5eada374f;Mão de Obra;;;;;;; R$ -   ;;2026-05-07T17:06:29.203974+00:00;
S113;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;a0a1b336-fb2b-421b-a07e-bd5329031170;MÃO DE OBRA ;;;;;;; R$ -   ;;2026-07-15T12:42:39.436769+00:00;
S113;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;1f11a338-8d3c-4239-96ac-ffc575271bb1;MAÕ DE OBRA;;;;;;; R$ -   ;;2026-07-30T17:08:34.41658+00:00;
S116;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;d7137f87-c439-4016-96bb-a6f0e0642e45;MAO DE OBRA CABECOTE;;;;;;; R$ -   ;;2026-06-30T21:49:35.591841+00:00;
S116;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;f6ea696a-cfc4-4eda-86f5-676ede677488;MÃO DE OBRA CABEÇOTE;;;;;;; R$ -   ;;2026-07-29T13:26:53.12607+00:00;
S118;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;dbc6afb1-8dbb-465b-8c53-21e53fbcf6ec;mão de obra - tampa de valvula ;;;;;;; R$ -   ;;2026-07-15T18:28:21.662087+00:00;
S118;SERVICO;MEDIA;"nomes muito semelhantes; confirmar aplicação, marca ou referência";0.835;d76143bc-c30f-4961-85b6-0309b796f954;MÃO DE OBRA - JUNTA TAMPA DE VALVULA ;;;;;;; R$ -   ;;2026-07-20T20:41:07.990117+00:00;
S120;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;d818561f-99dd-4e29-94d0-ddfd454b3854;MÃO DE OBRA + SANGRIA ;;;;;;; R$ -   ;;2026-08-03T20:54:22.338829+00:00;
S120;SERVICO;ALTA;mesmo nome após normalizar acentos, pontuação e abreviações;1.000;febb49c5-db04-41a3-bf05-a773d687079d;MAO DE OBRA - SANGRIA;;;;;;; R$ -   ;;2026-08-05T12:43:08.766795+00:00;
